group,outcome,time,variable,category,personTime,numEvents,rate,lc,uc,rate_ppm,lc_ppm,uc_ppm
covid,stroke_cens_gp,Full period,agegroup,2,1398378,73,.000052203337,.00004150235,.00006566348,.15889391,.12632278,.19986323
covid,stroke_cens_gp,Full period,agegroup,3,1401884,134,.000095585652,.000080697508,.00011322057,.29093882,.24562304,.34461513
covid,stroke_cens_gp,Full period,agegroup,4,1608887,293,.00018211348,.00016241059,.00020420662,.55430788,.49433723,.6215539
covid,stroke_cens_gp,Full period,agegroup,5,1952565,582,.00029806947,.00027481097,.00032329644,.90724897,.83645588,.98403352
covid,stroke_cens_gp,Full period,male,0,3882173,489,.00012596039,.00011527664,.00013763428,.38339195,.35087329,.41892436
covid,stroke_cens_gp,Full period,male,1,4270459,639,.00014963263,.00013846923,.00016169601,.45544431,.42146572,.49216223
covid,stroke_cens_gp,Full period,ethnicity,1,5001888,776,.00015514142,.00014460104,.00016645012,.47221169,.44012943,.50663257
covid,stroke_cens_gp,Full period,ethnicity,2,84606,7,.000082736449,.000039443272,.00017354848,.25182906,.12005546,.52823818
covid,stroke_cens_gp,Full period,ethnicity,3,855964,80,.000093461873,.000075070144,.00011635946,.28447458,.22849475,.35416913
covid,stroke_cens_gp,Full period,ethnicity,4,279956,22,.000078583776,.000051743536,.0001193465,.23918937,.1574944,.3632609
covid,stroke_cens_gp,Full period,ethnicity,5,145861,7,.000047990896,.000022878889,.00010066599,.14607228,.069637619,.30640212
covid,stroke_cens_gp,Full period,ethnicity,6,1784357,236,.00013226052,.00011641844,.00015025841,.40256798,.3543486,.45734903
covid,stroke_cens_gp,Full period,af,0,7075691,821,.00011603107,.00010835954,.00012424572,.35316956,.32981935,.3781729
covid,stroke_cens_gp,Full period,af,1,1076941,307,.00028506669,.00025489763,.00031880644,.86767173,.77584469,.97036713
covid,stroke_cens_gp,Full period,anticoag_rx,0,7147803,868,.00012143591,.00011362018,.00012978927,.36962056,.34583142,.39504611
covid,stroke_cens_gp,Full period,anticoag_rx,1,1004829,260,.00025875049,.00022913526,.00029219344,.78757179,.69743043,.88936377
covid,stroke_cens_gp,Full period,long_hosp_stay,0,4308736,372,.000086336222,.000077993842,.000095570926,.26278588,.23739375,.290894
covid,stroke_cens_gp,Full period,long_hosp_stay,1,3843896,756,.00019667545,.00018314381,.00021120688,.59863091,.55744398,.64286095
covid,stroke_cens_gp,0 days,Overall,0,1885141,614,.00032570507,.00030093509,.00035251389,.99136484,.91597116,1.0729642
covid,stroke_cens_gp,30 days,Overall,0,1311025,156,.00011899087,.00010170984,.00013920803,.36217844,.30957931,.42371443
covid,stroke_cens_gp,60 days,Overall,0,1002379,89,.000088788773,.000072132483,.00010929121,.27025083,.21955325,.3326551
covid,stroke_cens_gp,90 days,Overall,0,754339,64,.00008484249,.000066406901,.00010839609,.25823933,.20212601,.3299306
covid,stroke_cens_gp,120 days,Overall,0,3199748,205,.000064067543,.000055871147,.00007346637,.19500558,.1700578,.22361326
covid,dvt,Full period,Overall,0,8149761,587,.000072026654,.000066429406,.000078095509,.21923113,.2021945,.2377032
covid,dvt,Full period,agegroup,1,1784779,81,.000045383771,.000036502501,.000056425903,.13813685,.11110449,.17174634
covid,dvt,Full period,agegroup,2,1395953,80,.00005730852,.000046031164,.000071348761,.17443281,.14010735,.21716779
covid,dvt,Full period,agegroup,3,1401828,103,.000073475494,.000060571889,.000089127941,.22364104,.18436569,.27128318
covid,dvt,Full period,agegroup,4,1608606,146,.000090761816,.000077171549,.00010674538,.27625626,.23489091,.32490626
covid,dvt,Full period,agegroup,5,1958595,177,.000090370901,.000077991703,.00010471499,.27506644,.23738724,.31872624
covid,dvt,Full period,male,0,3880327,277,.000071385737,.000063455271,.000080307327,.21728034,.19314198,.24443543
covid,dvt,Full period,male,1,4269434,310,.000072609153,.000064960055,.000081158942,.22100411,.19772217,.24702753
covid,dvt,Full period,ethnicity,1,4999493,396,.000079208032,.000071778559,.000087406494,.24108945,.21847598,.26604351
covid,dvt,Full period,ethnicity,2,83754,7,.000083578096,.000039844515,.00017531394,.25439084,.12127674,.53361177
covid,dvt,Full period,ethnicity,3,859158,31,.000036081838,.000025375133,.000051306095,.10982409,.077235565,.15616293
covid,dvt,Full period,ethnicity,4,280127,13,.000046407524,.000026946822,.000079922531,.14125291,.082019389,.2432642
covid,dvt,Full period,ethnicity,5,145717,6,.000041175703,.000018498626,.000091652139,.12532854,.056305192,.27896619
covid,dvt,Full period,ethnicity,6,1781512,134,.000075217009,.000063501422,.000089094043,.22894177,.19328246,.27118
covid,dvt,Full period,af,0,7066299,540,.00007641907,.000070237955,.000083144136,.23260054,.21378678,.25306997
covid,dvt,Full period,af,1,1083462,47,.000043379463,.00003259295,.000057735731,.13203624,.099204794,.17573313
covid,dvt,Full period,anticoag_rx,0,7142486,503,.000070423659,.000064530555,.000076854943,.21435201,.19641487,.23392724
covid,dvt,Full period,anticoag_rx,1,1007275,84,.000083393315,.000067337583,.00010327731,.25382841,.20495877,.31435034
covid,dvt,Full period,long_hosp_stay,0,4306036,254,.000058986967,.000052161122,.000066706045,.17954159,.15876542,.20303652
covid,dvt,Full period,long_hosp_stay,1,3843725,333,.000086634711,.000077811965,.000096457828,.26369441,.23684017,.29359353
covid,dvt,0 days,Overall,0,1885645,318,.00016864255,.00015108947,.00018823492,.51330578,.45987856,.57294005
covid,dvt,30 days,Overall,0,1310640,98,.00007477263,.000061342056,.000091143775,.22758919,.18670988,.27741885
covid,dvt,60 days,Overall,0,1002114,38,.000037919839,.00002759201,.000052113421,.11541851,.083983183,.15862022
covid,dvt,90 days,Overall,0,754206,29,.000038451035,.000026720456,.000055331464,.11703534,.081330389,.16841514
covid,dvt,120 days,Overall,0,3197156,104,.000032528911,.000026841226,.000039421822,.099009871,.081697978,.11999017
covid,dvt_no_gp,Full period,Overall,0,8173267,396,.000048450638,.000043906115,.000053465545,.14747164,.13363923,.16273575
covid,dvt_no_gp,Full period,agegroup,1,1787773,58,.000032442596,.000025081146,.000041964675,.098747157,.076340742,.12772998
covid,dvt_no_gp,Full period,agegroup,2,1400844,43,.000030695781,.000022765211,.000041389074,.093430281,.069291614,.12597799
covid,dvt_no_gp,Full period,agegroup,3,1406688,62,.000044075161,.000034363009,.000056532295,.13415377,.10459241,.17207018
covid,dvt_no_gp,Full period,agegroup,4,1613603,107,.00006631123,.000054865373,.000080144891,.2018348,.16699648,.24394101
covid,dvt_no_gp,Full period,agegroup,5,1964359,126,.00006414306,.000053866483,.000076380195,.19523543,.16395611,.23248221
covid,dvt_no_gp,Full period,male,0,3891687,177,.00004548156,.000039251398,.000052700605,.1384345,.11947144,.16040747
covid,dvt_no_gp,Full period,male,1,4281580,219,.000051149342,.000044804452,.00005839275,.15568581,.13637355,.17773293
covid,dvt_no_gp,Full period,ethnicity,1,5015391,272,.00005423306,.000048156224,.000061076731,.16507187,.14657551,.1859023
covid,dvt_no_gp,Full period,ethnicity,2,84018,6,.000071413269,.000032083175,.00015895731,.21736413,.097653165,.48382631
covid,dvt_no_gp,Full period,ethnicity,3,860810,19,.000022072234,.000014078852,.000034603923,.067182362,.042852506,.10532569
covid,dvt_no_gp,Full period,ethnicity,4,281029,6,.00002135011,9.5917649e-06,.000047522764,.064984396,.029194934,.14464742
covid,dvt_no_gp,Full period,ethnicity,5,145801,,.000034293316,.000014273833,.000082390739,.10438028,.043445978,.25077683
covid,dvt_no_gp,Full period,ethnicity,6,1786218,88,.000049266102,.000039976963,.000060713686,.14995369,.12167988,.18479729
covid,dvt_no_gp,Full period,af,0,7088585,360,.000050785875,.000045801604,.00005631255,.15457951,.13940863,.17140132
covid,dvt_no_gp,Full period,af,1,1084682,36,.000033189452,.000023940496,.000046011563,.1010204,.072868884,.1400477
covid,dvt_no_gp,Full period,anticoag_rx,0,7163527,336,.000046904268,.000042147858,.000052197443,.14276487,.12828754,.15887597
covid,dvt_no_gp,Full period,anticoag_rx,1,1009740,60,.000059421236,.000046137287,.000076529934,.18086338,.14043038,.23293799
covid,dvt_no_gp,Full period,long_hosp_stay,0,4315488,171,.00003962472,.000034109329,.000046031932,.12060774,.10382027,.14010969
covid,dvt_no_gp,Full period,long_hosp_stay,1,3857779,225,.000058323712,.000051179777,.00006646484,.17752279,.15577845,.20230235
covid,dvt_no_gp,0 days,Overall,0,1887406,213,.0001128533,.000098671313,.00012907367,.34349725,.30033082,.39286798
covid,dvt_no_gp,30 days,Overall,0,1313295,65,.000049493832,.000038812581,.000063114567,.15064685,.11813579,.19210497
covid,dvt_no_gp,60 days,Overall,0,1004842,25,.000024879533,.000016811324,.000036819893,.075727075,.051169466,.11207055
covid,dvt_no_gp,90 days,Overall,0,756576,24,.000031721862,.000021262185,.000047327052,.096553415,.064716779,.14405172
covid,dvt_no_gp,120 days,Overall,0,3211148,69,.000021487642,.00001697134,.000027205793,.065403007,.051656518,.08280763
covid,dvt_cens_gp,Full period,Overall,0,8156605,529,.000064855412,.000059557638,.000070624439,.19740365,.18127856,.21496314
covid,dvt_cens_gp,Full period,agegroup,1,1785988,71,.000039753908,.000031503641,.000050164774,.12100096,.095889211,.15268902
covid,dvt_cens_gp,Full period,agegroup,2,1397631,71,.000050800249,.000040257499,.000064103959,.15462326,.12253376,.19511643
covid,dvt_cens_gp,Full period,agegroup,3,1403595,91,.000064833519,.000052792158,.000079621386,.19733702,.16068614,.2423476
covid,dvt_cens_gp,Full period,agegroup,4,1609779,134,.000083241241,.000070275819,.000098598692,.25336552,.21390203,.30010977
covid,dvt_cens_gp,Full period,agegroup,5,1959612,162,.000082669423,.000070870941,.000096432101,.25162506,.21571343,.29351521
covid,dvt_cens_gp,Full period,male,0,3882640,254,.000065419408,.000057849214,.000073980242,.19912033,.17607854,.22517736
covid,dvt_cens_gp,Full period,male,1,4273965,275,.000064343061,.000057170546,.000072415431,.19584419,.17401285,.22041446
covid,dvt_cens_gp,Full period,ethnicity,1,5003606,362,.000072347822,.000065266046,.000080198013,.22020869,.19865352,.2441027
covid,dvt_cens_gp,Full period,ethnicity,2,83754,7,.000083578096,.000039844515,.00017531394,.25439084,.12127674,.53361177
covid,dvt_cens_gp,Full period,ethnicity,3,860141,25,.000029065002,.000019639483,.000043014083,.0884666,.059777677,.13092412
covid,dvt_cens_gp,Full period,ethnicity,4,280657,9,.000032067612,.000016685253,.000061631181,.097605795,.050785739,.18758991
covid,dvt_cens_gp,Full period,ethnicity,5,145717,6,.000041175703,.000018498626,.000091652139,.12532854,.056305192,.27896619
covid,dvt_cens_gp,Full period,ethnicity,6,1782730,120,.000067312496,.000056284909,.000080500649,.20488241,.17131719,.24502385
covid,dvt_cens_gp,Full period,af,0,7072834,484,.000068430847,.000062598068,.000074807111,.20828639,.19053286,.22769414
covid,dvt_cens_gp,Full period,af,1,1083771,45,.000041521685,.000031001688,.000055611501,.12638164,.094361387,.16926751
covid,dvt_cens_gp,Full period,anticoag_rx,0,7148933,451,.000063086336,.000057524627,.000069185779,.19201903,.17509058,.21058421
covid,dvt_cens_gp,Full period,anticoag_rx,1,1007672,78,.000077406141,.000062000589,.000096639575,.23560494,.1887143,.29414672
covid,dvt_cens_gp,Full period,long_hosp_stay,0,4307794,237,.000055016557,.000048439753,.00006248631,.16745664,.1474385,.1901927
covid,dvt_cens_gp,Full period,long_hosp_stay,1,3848811,292,.000075867589,.000067646208,.000085088148,.23092197,.20589815,.25898704
covid,dvt_cens_gp,0 days,Overall,0,1886504,275,.00014577228,.00012952261,.00016406062,.44369438,.39423445,.49935952
covid,dvt_cens_gp,30 days,Overall,0,1311522,93,.000070909984,.000057868456,.000086890614,.21583226,.17613712,.26447332
covid,dvt_cens_gp,60 days,Overall,0,1002885,35,.000034899316,.00002505749,.000048606711,.10622479,.076268733,.14794667
covid,dvt_cens_gp,90 days,Overall,0,754902,28,.000037090907,.000025609759,.000053719188,.11289545,.077949703,.16350777
covid,dvt_cens_gp,120 days,Overall,0,3200792,98,.000030617422,.000025117955,.000037320973,.09319178,.076452777,.11359571
covid,pe,Full period,Overall,0,8072211,1652,.00020465272,.00019501818,.00021476326,.62291175,.59358656,.65368569
covid,pe,Full period,agegroup,1,1771660,235,.00013264397,.00011672428,.00015073488,.40373507,.35527954,.45879927
covid,pe,Full period,agegroup,2,1374606,306,.00022260925,.00019901383,.00024900219,.67756689,.60574836,.75790042
covid,pe,Full period,agegroup,3,1382695,343,.00024806627,.00022315528,.0002757581,.75505167,.6792289,.83933872
covid,pe,Full period,agegroup,4,1592732,377,.00023670022,.00021397328,.00026184105,.7204563,.65128118,.79697871
covid,pe,Full period,agegroup,5,1950518,391,.00020045957,.00018154307,.00022134713,.61014885,.55257171,.67372531
covid,pe,Full period,male,0,3852879,685,.00017778913,.00016496144,.00019161431,.54114568,.50210136,.58322603
covid,pe,Full period,male,1,4219332,967,.00022918319,.000215184,.00024409314,.69757634,.65496629,.74295849
covid,pe,Full period,ethnicity,1,4953171,1077,.00021743646,.00020483072,.000230818,.66182226,.6234535,.70255226
covid,pe,Full period,ethnicity,2,83660,17,.00020320344,.00012632356,.00032687202,.61850047,.38449734,.99491668
covid,pe,Full period,ethnicity,3,850523,122,.00014344115,.00012011842,.00017129234,.43659902,.36561045,.52137107
covid,pe,Full period,ethnicity,4,275173,59,.00021441057,.00016612279,.00027673444,.65261215,.50563622,.84231043
covid,pe,Full period,ethnicity,5,144193,24,.00016644358,.000111562,.00024832351,.50661266,.33956683,.7558347
covid,pe,Full period,ethnicity,6,1765491,353,.00019994438,.00018013758,.00022192902,.60858071,.54829377,.67549646
covid,pe,Full period,af,0,6993683,1533,.00021919781,.00020849523,.00023044978,.66718334,.63460737,.70143151
covid,pe,Full period,af,1,1078528,119,.00011033557,.000092190465,.00013205202,.33583388,.28060472,.40193334
covid,pe,Full period,anticoag_rx,0,7067034,1516,.00021451715,.00020398601,.00022559198,.65293658,.62088245,.68664557
covid,pe,Full period,anticoag_rx,1,1005177,136,.00013529956,.0001143685,.00016006129,.41181803,.34810913,.48718655
covid,pe,Full period,long_hosp_stay,0,4270184,754,.00017657319,.0001644091,.00018963727,.53744465,.50042021,.57720846
covid,pe,Full period,long_hosp_stay,1,3802027,898,.00023618981,.00022123619,.00025215413,.71890271,.67338765,.76749414
covid,pe,0 days,Overall,0,1871512,1260,.00067325245,.00063708599,.00071147201,2.0492122,1.9391305,2.1655428
covid,pe,30 days,Overall,0,1296207,168,.00012960893,.00011142003,.00015076708,.39449719,.33913472,.45889729
covid,pe,60 days,Overall,0,991148,68,.000068607311,.000054093747,.000087014923,.2088235,.16464785,.26485166
covid,pe,90 days,Overall,0,746600,49,.000065630862,.000049602993,.000086837703,.19976394,.15097912,.26431227
covid,pe,120 days,Overall,0,3166744,107,.000033788649,.000027956452,.000040837542,.1028442,.085092448,.12429927
covid,pe_no_gp,Full period,Overall,0,8128105,1137,.000139885,.00013198589,.00014825686,.42577496,.40173203,.45125681
covid,pe_no_gp,Full period,agegroup,1,1783347,129,.000072335897,.000060870902,.00008596031,.22017239,.18527581,.26164168
covid,pe_no_gp,Full period,agegroup,2,1387800,185,.00013330451,.00011541527,.00015396657,.4057456,.35129523,.46863574
covid,pe_no_gp,Full period,agegroup,3,1395761,227,.00016263529,.00014279682,.00018522987,.49502116,.43463784,.56379342
covid,pe_no_gp,Full period,agegroup,4,1605018,268,.00016697632,.00014813562,.00018821329,.50823414,.45088777,.57287419
covid,pe_no_gp,Full period,agegroup,5,1956179,328,.00016767382,.0001504754,.0001868379,.5103572,.45800951,.56868786
covid,pe_no_gp,Full period,male,0,3873860,476,.00012287486,.00011231772,.00013442431,.37400034,.34186706,.40915397
covid,pe_no_gp,Full period,male,1,4254245,661,.00015537422,.00014396969,.00016768216,.47292027,.43820775,.51038253
covid,pe_no_gp,Full period,ethnicity,1,4986698,767,.00015380919,.00014330033,.00016508873,.46815673,.4361704,.50248879
covid,pe_no_gp,Full period,ethnicity,2,84235,9,.00010684395,.000055592485,.00020534483,.32520625,.16920963,.6250183
covid,pe_no_gp,Full period,ethnicity,3,855338,82,.000095868534,.000077210541,.00011903525,.29179984,.23500958,.36231354
covid,pe_no_gp,Full period,ethnicity,4,278485,27,.000096953154,.000066488748,.00014137603,.29510117,.20237513,.43031329
covid,pe_no_gp,Full period,ethnicity,5,144990,15,.00010345541,.000062369734,.00017160601,.31489241,.18983787,.52232575
covid,pe_no_gp,Full period,ethnicity,6,1778359,237,.00013326893,.00011733766,.00015136323,.40563729,.3571465,.46071184
covid,pe_no_gp,Full period,af,0,7045878,1043,.00014802981,.00013931328,.00015729171,.45056573,.4240348,.47875664
covid,pe_no_gp,Full period,af,1,1082227,94,.00008685793,.000070960188,.00010631737,.26437384,.21598507,.32360348
covid,pe_no_gp,Full period,anticoag_rx,0,7119662,1024,.00014382706,.00013528216,.00015291167,.43777362,.41176507,.4654249
covid,pe_no_gp,Full period,anticoag_rx,1,1008443,113,.00011205393,.000093186456,.00013474151,.34106416,.28363627,.41011947
covid,pe_no_gp,Full period,long_hosp_stay,0,4292695,511,.00011903944,.00010915306,.00012982126,.36232629,.33223465,.39514345
covid,pe_no_gp,Full period,long_hosp_stay,1,3835410,626,.00016321593,.00015091822,.00017651572,.49678847,.45935732,.53726971
covid,pe_no_gp,0 days,Overall,0,1879033,837,.0004454419,.00041626435,.00047666457,1.3558137,1.2670046,1.4508477
covid,pe_no_gp,30 days,Overall,0,1304425,130,.000099660771,.00008392067,.00011835308,.30334246,.25543353,.36023718
covid,pe_no_gp,60 days,Overall,0,998097,54,.000054102959,.000041436891,.000070640679,.16467588,.12612353,.21501257
covid,pe_no_gp,90 days,Overall,0,752295,36,.000047853569,.00003451814,.000066340886,.14565431,.10506459,.20192507
covid,pe_no_gp,120 days,Overall,0,3194255,80,.000025044963,.000020116535,.000031180825,.076230608,.061229702,.094906636
covid,pe_cens_gp,Full period,Overall,0,8114579,1270,.00015650842,.00014813321,.00016535717,.47637251,.45088047,.50330585
covid,pe_cens_gp,Full period,agegroup,1,1779602,162,.000091031587,.000078039666,.00010618639,.27707741,.23753323,.32320482
covid,pe_cens_gp,Full period,agegroup,2,1385394,211,.00015230324,.00013307916,.00017430437,.46357298,.4050597,.53053892
covid,pe_cens_gp,Full period,agegroup,3,1392301,261,.00018745946,.00016604252,.00021163886,.57057971,.5053919,.64417577
covid,pe_cens_gp,Full period,agegroup,4,1602599,288,.00017970809,.00016010691,.00020170894,.54698652,.4873254,.61395162
covid,pe_cens_gp,Full period,agegroup,5,1954683,348,.00017803398,.00016027792,.00019775711,.54189092,.48784593,.60192323
covid,pe_cens_gp,Full period,male,0,3868030,537,.00013883036,.00012757113,.00015108331,.42256492,.38829461,.45985982
covid,pe_cens_gp,Full period,male,1,4246549,733,.00017261074,.00016055653,.00018556997,.52538395,.48869395,.56482857
covid,pe_cens_gp,Full period,ethnicity,1,4976845,858,.00017239837,.00016124031,.0001843286,.52473754,.4907752,.56105018
covid,pe_cens_gp,Full period,ethnicity,2,84175,11,.00013068013,.000072370676,.00023596983,.39775765,.22027825,.71823317
covid,pe_cens_gp,Full period,ethnicity,3,854284,90,.00010535138,.000085687156,.00012952833,.32066327,.26081029,.39425185
covid,pe_cens_gp,Full period,ethnicity,4,277947,35,.00012592328,.000090412133,.00017538214,.383279,.27519193,.53381938
covid,pe_cens_gp,Full period,ethnicity,5,144666,18,.00012442454,.000078392753,.00019748593,.37871718,.23860794,.60109782
covid,pe_cens_gp,Full period,ethnicity,6,1776662,258,.00014521614,.000128535,.00016406215,.44200161,.39122841,.49936417
covid,pe_cens_gp,Full period,af,0,7033470,1166,.00016577877,.00015653129,.00017557257,.50458914,.4764421,.53439903
covid,pe_cens_gp,Full period,af,1,1081109,104,.000096197517,.000079377365,.00011658188,.2928012,.24160485,.35484609
covid,pe_cens_gp,Full period,anticoag_rx,0,7107414,1145,.00016109938,.00015203324,.00017070616,.49034622,.46275118,.51958686
covid,pe_cens_gp,Full period,anticoag_rx,1,1007165,125,.00012411075,.00010415391,.00014789148,.37776211,.31701848,.45014468
covid,pe_cens_gp,Full period,long_hosp_stay,0,4285881,582,.00013579472,.0001251986,.00014728765,.41332516,.38107324,.44830677
covid,pe_cens_gp,Full period,long_hosp_stay,1,3828698,688,.00017969555,.00016675757,.00019363733,.54694831,.50756836,.5893836
covid,pe_cens_gp,0 days,Overall,0,1877974,912,.00048562972,.00045511292,.00051819277,1.4781355,1.38525,1.5772493
covid,pe_cens_gp,30 days,Overall,0,1302817,150,.00011513512,.0000981087,.00013511642,.35044253,.29861835,.4112606
covid,pe_cens_gp,60 days,Overall,0,996563,61,.000061210383,.000047625537,.0000786702,.1863091,.14496022,.23945242
covid,pe_cens_gp,90 days,Overall,0,750895,45,.000059928487,.000044744913,.000080264392,.18240733,.13619232,.24430475
covid,pe_cens_gp,120 days,Overall,0,3186330,102,.000032011751,.000026365007,.000038867885,.097435765,.08024849,.11830413
covid,heart_failure,Full period,Overall,0,7756630,5432,.00070030411,.00068192632,.00071917719,2.1315506,2.0756133,2.1889956
covid,heart_failure,Full period,agegroup,1,1778205,159,.000089416011,.000076543904,.00010445277,.27215999,.2329805,.31792814
covid,heart_failure,Full period,agegroup,2,1371865,314,.00022888549,.00020491898,.00025565503,.69667023,.62372214,.77815002
covid,heart_failure,Full period,agegroup,3,1351699,616,.00045572277,.00042111901,.00049316994,1.3871062,1.281781,1.501086
covid,heart_failure,Full period,agegroup,4,1493011,1484,.0009939645,.00094465842,.0010458442,3.0253794,2.875304,3.1832881
